DRUG	ACEBUTOLOL	ACECLOFENAC	ACENOCOUMAROL	ACEPROMAZINE	ACETAZOLAMIDE	ACETOHEXAMIDE	ACETYLSALICYLIC ACID	ACICLOVIR	AJMALINE	ALBENDAZOLE	ALCLOMETASONE	ALFUZOSIN	ALIMEMAZINE	ALPRENOLOL	ALPROSTADIL	ALVERINE	ALVESPIMYCIN	AMANTADINE	AMIKACIN	AMILORIDE	AMINOCAPROIC ACID	AMINOGLUTETHIMIDE	AMINOPHYLLINE	AMIODARONE	AMITRIPTYLINE	AMODIAQUINE	AMOXAPINE	AMOXICILLIN	AMPICILLIN	AMRINONE	ANTAZOLINE	APOMORPHINE	ARECOLINE	ARTEMISININ	ASTEMIZOLE	ATOVAQUONE	ATROPINE	AZACITIDINE	AZATHIOPRINE	AZTREONAM	BACAMPICILLIN	BACITRACIN	BACLOFEN	BAMBUTEROL	BENDROFLUMETHIAZIDE	BENZATHINE BENZYLPENICILLIN	BENZBROMARONE	BENZOCAINE	BENZONATATE	BENZTHIAZIDE	BENZYLPENICILLIN	BEPRIDIL	BERBERINE	BETAHISTINE	BETAMETHASONE	BETAXOLOL	BETAZOLE	BETHANECHOL	BETULINIC ACID	BEZAFIBRATE	BIOTIN	BIPERIDEN	BISOPROLOL	BRINZOLAMIDE	BROMOCRIPTINE	BROMOPRIDE	BROMPERIDOL	BROMPHENIRAMINE	BUDESONIDE	BUFEXAMAC	BUMETANIDE	BUPIVACAINE	BUPROPION	BUSPIRONE	CAMPTOTHECIN	CAPSAICIN	CAPTOPRIL	CARBACHOL	CARBAMAZEPINE	CARBIMAZOLE	CARBINOXAMINE	CARISOPRODOL	CARMUSTINE	CARTEOLOL	CEFACLOR	CEFADROXIL	CEFALOTIN	CEFAMANDOLE	CEFAZOLIN	CEFEPIME	CEFIXIME	CEFOPERAZONE	CEFOTAXIME	CEFOTETAN	CEFOXITIN	CEFTAZIDIME	CEFUROXIME	CELASTROL	CELECOXIB	CETIRIZINE	CHENODEOXYCHOLIC ACID	CHLORAMBUCIL	CHLORAMPHENICOL	CHLORCYCLIZINE	CHLORMEZANONE	CHLOROPYRAMINE	CHLOROQUINE	CHLORPHENAMINE	CHLORPROMAZINE	CHLORPROPAMIDE	CHLORPROTHIXENE	CHLORZOXAZONE	CICLOPIROX	CIMETIDINE	CINCHOCAINE	CINNARIZINE	CINOXACIN	CIPROFIBRATE	CIPROFLOXACIN	CISAPRIDE	CITALOPRAM	CLEMASTINE	CLENBUTEROL	CLINDAMYCIN	CLOFAZIMINE	CLOFIBRATE	CLOMIFENE	CLOMIPRAMINE	CLONIDINE	CLOTRIMAZOLE	CLOXACILLIN	CLOZAPINE	COLCHICINE	CROMOGLICIC ACID	CYANOCOBALAMIN	CYCLOBENZAPRINE	CYCLOPENTOLATE	CYCLOSERINE	CYPROHEPTADINE	CYPROTERONE	DACARBAZINE	DANAZOL	DANTROLENE	DAPSONE	DAUNORUBICIN	DECITABINE	DEFEROXAMINE	DEMECARIUM BROMIDE	DEMECLOCYCLINE	DEPUDECIN	DESIPRAMINE	DEXAMETHASONE	DEXIBUPROFEN	DEXPANTHENOL	DEXTROMETHORPHAN	DIAZOXIDE	DICLOFENAC	DICLOFENAMIDE	DICLOXACILLIN	DICOUMAROL	DIENESTROL	DIETHYLCARBAMAZINE	DIETHYLSTILBESTROL	DIFLORASONE	DIFLUNISAL	DIGOXIN	DIHYDROERGOTAMINE	DILTIAZEM	DINOPROSTONE	DIPHENHYDRAMINE	DIPHENYLPYRALINE	DIPYRIDAMOLE	DISOPYRAMIDE	DISULFIRAM	DIZOCILPINE	DOBUTAMINE	DOMPERIDONE	DOPAMINE	DORZOLAMIDE	DOSULEPIN	DOXAZOSIN	DOXEPIN	DOXORUBICIN	DOXYCYCLINE	DOXYLAMINE	DROPERIDOL	DYCLONINE	DYDROGESTERONE	EBSELEN	ECONAZOLE	ENALAPRIL	ENOXACIN	EQUILIN	ERGOCALCIFEROL	ERYTHROMYCIN	ESTRADIOL	ESTRIOL	ESTROPIPATE	ETACRYNIC ACID	ETHAMBUTOL	ETHOSUXIMIDE	ETHOTOIN	ETIDRONIC ACID	ETODOLAC	ETOMIDATE	ETOPOSIDE	EXEMESTANE	FAMOTIDINE	FELODIPINE	FENBUFEN	FENOFIBRATE	FENOPROFEN	FENOTEROL	FINASTERIDE	FLAVOXATE	FLECAINIDE	FLUCLOXACILLIN	FLUCYTOSINE	FLUDROCORTISONE	FLUFENAMIC ACID	FLUNARIZINE	FLUNISOLIDE	FLUOCINONIDE	FLUOROMETHOLONE	FLUOXETINE	FLUPENTIXOL	FLUPHENAZINE	FLURBIPROFEN	FLUSPIRILENE	FLUTAMIDE	FLUTICASONE	FLUVASTATIN	FLUVOXAMINE	FOLIC ACID	FULVESTRANT	FUROSEMIDE	FUSIDIC ACID	GABAPENTIN	GABEXATE	GALANTAMINE	GALLAMINE TRIETHIODIDE	GANCICLOVIR	GEFITINIB	GELDANAMYCIN	GEMFIBROZIL	GENISTEIN	GENTAMICIN	GLIBENCLAMIDE	GLICLAZIDE	GLIMEPIRIDE	GLIPIZIDE	GLIQUIDONE	GOSSYPOL	GRISEOFULVIN	GUANABENZ	GUANADREL	GUANETHIDINE	GUANFACINE	HALCINONIDE	HALOFANTRINE	HALOPERIDOL	HEXYLCAINE	HOMOSALATE	HYDRALAZINE	HYDROCHLOROTHIAZIDE	HYDROCORTISONE	HYDROFLUMETHIAZIDE	HYDROXYZINE	HYOSCYAMINE	IDOXURIDINE	IFENPRODIL	IFOSFAMIDE	ILOPROST	IMATINIB	IMIPENEM	IMIPRAMINE	INDAPAMIDE	INDOPROFEN	IPRATROPIUM BROMIDE	IRINOTECAN	ISOCARBOXAZID	ISOETARINE	ISOMETHEPTENE	ISONIAZID	ISOTRETINOIN	ISRADIPINE	IVERMECTIN	JOSAMYCIN	KETANSERIN	KETOCONAZOLE	KETOPROFEN	KETOROLAC	KETOTIFEN	LABETALOL	LANSOPRAZOLE	LATAMOXEF	LEFLUNOMIDE	LETROZOLE	LEVAMISOLE	LEVOBUNOLOL	LEVOCABASTINE	LEVODOPA	LEVONORGESTREL	LIDOCAINE	LINCOMYCIN	LIOTHYRONINE	LISINOPRIL	LISURIDE	LOBELINE	LOMEFLOXACIN	LOMUSTINE	LOPERAMIDE	LORACARBEF	LOVASTATIN	LOXAPINE	LYMECYCLINE	MAFENIDE	MAPROTILINE	MEBENDAZOLE	MECAMYLAMINE	MECLOCYCLINE	MECLOFENAMIC ACID	MEDRYSONE	MEFENAMIC ACID	MEFLOQUINE	MEGESTROL	MELATONIN	MEMANTINE	MENADIONE	MEPHENTERMINE	MEPHENYTOIN	MEPYRAMINE	MERCAPTOPURINE	MEROPENEM	MESALAZINE	MESORIDAZINE	METARAMINOL	METFORMIN	METHAZOLAMIDE	METHOCARBAMOL	METHOTREXATE	METHOXAMINE	METHYLDOPA	METHYLERGOMETRINE	METHYLPREDNISOLONE	METIXENE	METOCLOPRAMIDE	METOLAZONE	METOPROLOL	METRONIDAZOLE	METYRAPONE	MEXILETINE	MIANSERIN	MICONAZOLE	MIDODRINE	MIFEPRISTONE	MILRINONE	MINAPRINE	MINOCYCLINE	MINOXIDIL	MITOXANTRONE	MK-886	MOLINDONE	MOMETASONE	MONOBENZONE	MOXONIDINE	MS-275	MYCOPHENOLIC ACID	NABUMETONE	NADOLOL	NAFCILLIN	NAFTIFINE	NAFTOPIDIL	NALIDIXIC ACID	NALOXONE	NALTREXONE	NAPHAZOLINE	NAPROXEN	NEOMYCIN	NETILMICIN	NICARDIPINE	NICERGOLINE	NICOTINIC ACID	NIFEDIPINE	NIFLUMIC ACID	NILUTAMIDE	NIMESULIDE	NIMODIPINE	NITRENDIPINE	NITROFURAL	NITROFURANTOIN	NIZATIDINE	NOMIFENSINE	NORDIHYDROGUAIARETIC ACID	NORETHISTERONE	NORFLOXACIN	NORTRIPTYLINE	NOSCAPINE	NOVOBIOCIN	OCTOPAMINE	OFLOXACIN	OMEPRAZOLE	ONDANSETRON	ORCIPRENALINE	ORLISTAT	ORPHENADRINE	OUABAIN	OXAPROZIN	OXPRENOLOL	OXYBUPROCAINE	OXYBUTYNIN	OXYMETAZOLINE	OXYTETRACYCLINE	PACLITAXEL	PAPAVERINE	PARACETAMOL	PARGYLINE	PAROMOMYCIN	PAROXETINE	PENBUTOLOL	PENTAMIDINE	PENTOXIFYLLINE	PERGOLIDE	PERHEXILINE	PERPHENAZINE	PHENACETIN	PHENAZOPYRIDINE	PHENELZINE	PHENFORMIN	PHENINDIONE	PHENIRAMINE	PHENOXYBENZAMINE	PHENTOLAMINE	PHENYLPROPANOLAMINE	PHYSOSTIGMINE	PILOCARPINE	PIMOZIDE	PINDOLOL	PIOGLITAZONE	PIPERINE	PIRACETAM	PIRENZEPINE	PIRIBEDIL	PIRLINDOLE	PIROXICAM	PIVAMPICILLIN	PIVMECILLINAM	PRALIDOXIME	PRASTERONE	PRAZIQUANTEL	PRAZOSIN	PREDNICARBATE	PREDNISOLONE	PREDNISONE	PREGNENOLONE	PRIMAQUINE	PRIMIDONE	PROBENECID	PROBUCOL	PROCAINAMIDE	PROCARBAZINE	PROCHLORPERAZINE	PROCYCLIDINE	PROGESTERONE	PROGUANIL	PROMETHAZINE	PROPAFENONE	PROPOFOL	PROPRANOLOL	PROPYLTHIOURACIL	PROTRIPTYLINE	PYRAZINAMIDE	PYRIDOXINE	PYRIMETHAMINE	QUERCETIN	QUINETHAZONE	QUINIDINE	RALOXIFENE	RAMIPRIL	RANITIDINE	REMOXIPRIDE	REPAGLINIDE	RESCINNAMINE	RESERPINE	RESVERATROL	RIBAVIRIN	RIBOFLAVIN	RIBOSTAMYCIN	RIFABUTIN	RIFAMPICIN	RILUZOLE	RIMEXOLONE	RISPERIDONE	RITODRINE	ROFECOXIB	ROLIPRAM	ROSIGLITAZONE	ROXITHROMYCIN	SALBUTAMOL	SAQUINAVIR	SCOPOLAMINE	SCRIPTAID	SELEGILINE	SERTACONAZOLE	SIMVASTATIN	SIROLIMUS	SODIUM PHENYLBUTYRATE	SOTALOL	SPAGLUMIC ACID	SPECTINOMYCIN	SPIRONOLACTONE	STAUROSPORINE	STREPTOMYCIN	STREPTOZOCIN	SULFACETAMIDE	SULFADOXINE	SULFAMERAZINE	SULFAMETHIZOLE	SULFAMETHOXAZOLE	SULFANILAMIDE	SULFAPHENAZOLE	SULFAPYRIDINE	SULFASALAZINE	SULFINPYRAZONE	SULINDAC	SULPIRIDE	SUPROFEN	TACRINE	TACROLIMUS	TAMOXIFEN	TANESPIMYCIN	TENOXICAM	TERAZOSIN	TERBUTALINE	TERCONAZOLE	TERFENADINE	TESTOSTERONE	TETRACYCLINE	TETRYZOLINE	THALIDOMIDE	THEOBROMINE	THEOPHYLLINE	THIAMINE	THIETHYLPERAZINE	THIOCOLCHICOSIDE	THIOPROPERAZINE	THIORIDAZINE	TIAPRIDE	TIAPROFENIC ACID	TICARCILLIN	TICLOPIDINE	TIMOLOL	TIRATRICOL	TOCAINIDE	TOLAZAMIDE	TOLAZOLINE	TOLBUTAMIDE	TOLMETIN	TOLNAFTATE	TOMELUKAST	TOPIRAMATE	TORASEMIDE	TRANEXAMIC ACID	TRANYLCYPROMINE	TRAPIDIL	TRAZODONE	TRETINOIN	TRIAMCINOLONE	TRIAMTERENE	TRICHLORMETHIAZIDE	TRICHOSTATIN A	TRIDIHEXETHYL	TRIFLUOPERAZINE	TRIFLUPROMAZINE	TRIFLURIDINE	TRIFLUSAL	TRIHEXYPHENIDYL	TRIMETAZIDINE	TRIMETHADIONE	TRIMETHOPRIM	TRIMIPRAMINE	TRIPROLIDINE	TROGLITAZONE	TROLEANDOMYCIN	TROPICAMIDE	TYLOXAPOL	URAPIDIL	URSODEOXYCHOLIC ACID	VALDECOXIB	VALPROIC ACID	VANCOMYCIN	VANOXERINE	VERAPAMIL	VIDARABINE	VIGABATRIN	VINBLASTINE	VINCAMINE	VINPOCETINE	VORINOSTAT	WORTMANNIN	XYLOMETAZOLINE	Y-27632	YOHIMBINE	ZARDAVERINE	ZIDOVUDINE	ZUCLOPENTHIXOL
ACEBUTOLOL	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.05405405405405406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030303030303030304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	0.2857142857142857	0.0	0.0	0.0	0.2857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027777777777777776	0.5	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACECLOFENAC	0.0	1.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0425531914893617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07407407407407407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.25	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACENOCOUMAROL	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
